id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source,created_at
41802,Edward,Nguyen,edwardnguyen@example.org,45,M,Ohio,7816 Fitzgerald Course,43224,Columbus,United States,40.04287308,-82.96582395,Search,07/11/2021 02:02:00
44712,Margaret,Green,margaretgreen@example.org,42,F,Ohio,02235 Holmes Course,43224,Columbus,United States,40.04287308,-82.96582395,Search,22/08/2020 13:40:00
71287,Veronica,Chapman,veronicachapman@example.org,46,F,Ohio,0415 Allison Haven Apt. 404,43224,Columbus,United States,40.04287308,-82.96582395,Search,13/08/2023 04:50:00
12969,Luis,Nguyen,luisnguyen@example.org,49,M,Ohio,9748 Alexander Plaza,43228,Columbus,United States,39.95885109,-83.12695264,Search,17/05/2023 06:18:00
25567,Zachary,Ward,zacharyward@example.com,66,M,Ohio,2690 Andrew Club,43228,Columbus,United States,39.95885109,-83.12695264,Search,10/07/2021 05:03:00
29692,Karina,Peterson,karinapeterson@example.net,25,F,Ohio,109 Donna Islands,43228,Columbus,United States,39.95885109,-83.12695264,Search,07/09/2019 13:42:00
30109,Michael,Barnett,michaelbarnett@example.org,38,M,Ohio,4444 Rivera Corner Apt. 081,43228,Columbus,United States,39.95885109,-83.12695264,Search,24/08/2019 15:46:00
30309,Samuel,Rodriguez,samuelrodriguez@example.net,20,M,Ohio,13483 Daniels Crossing,43228,Columbus,United States,39.95885109,-83.12695264,Search,16/08/2020 03:30:00
36940,Andrew,Ortiz,andrewortiz@example.org,63,M,Ohio,463 Mccarthy Expressway,43228,Columbus,United States,39.95885109,-83.12695264,Search,02/06/2021 15:49:00
38661,Autumn,Flores,autumnflores@example.org,62,F,Ohio,6522 Helen Tunnel Apt. 907,43228,Columbus,United States,39.95885109,-83.12695264,Email,08/11/2020 02:37:00
50635,Cynthia,Montes,cynthiamontes@example.net,23,F,Ohio,7549 Rowe Alley Apt. 556,43228,Columbus,United States,39.95885109,-83.12695264,Search,26/06/2023 14:10:00
76474,Patricia,Ortiz,patriciaortiz@example.net,61,F,Ohio,25779 Robert Valley,43228,Columbus,United States,39.95885109,-83.12695264,Organic,29/10/2023 11:28:00
99326,Richard,Crawford,richardcrawford@example.net,57,M,Ohio,457 Reeves Place Apt. 136,43228,Columbus,United States,39.95885109,-83.12695264,Facebook,07/03/2023 10:08:00
8556,Michael,Horton,michaelhorton@example.org,38,M,Ohio,3956 Thompson Drive Apt. 820,43229,Columbus,United States,40.0859433,-82.97603395,Organic,07/10/2023 16:56:00
29351,Wendy,Perez,wendyperez@example.org,41,F,Ohio,18680 Gonzalez Squares,43229,Columbus,United States,40.0859433,-82.97603395,Organic,02/11/2020 03:18:00
41380,Heather,Rodgers,heatherrodgers@example.com,25,F,Ohio,2797 Church Port Apt. 757,43229,Columbus,United States,40.0859433,-82.97603395,Search,05/05/2022 06:07:00
57042,Keith,Wells,keithwells@example.com,20,M,Ohio,18490 Christopher Underpass,43229,Columbus,United States,40.0859433,-82.97603395,Search,03/10/2023 03:11:00
72891,James,Patel,jamespatel@example.org,17,M,Ohio,18620 Campbell Glen,43229,Columbus,United States,40.0859433,-82.97603395,Search,02/07/2023 15:17:00
87098,Tracy,Frazier,tracyfrazier@example.com,50,F,Ohio,3626 Ronald Forges Suite 646,43229,Columbus,United States,40.0859433,-82.97603395,Search,01/12/2020 02:19:00
22682,Victor,Brown,victorbrown@example.org,15,M,Ohio,822 Christopher Village Suite 062,43230,Gahanna,United States,40.03637726,-82.8706045,Organic,31/07/2021 10:51:00
35982,April,Salazar,aprilsalazar@example.net,42,F,Ohio,302 Jerry Parkway Suite 600,43230,Gahanna,United States,40.03637726,-82.8706045,Search,26/05/2022 02:26:00
86244,Andrew,White,andrewwhite@example.org,12,M,Ohio,8919 Michael Harbors,43230,Gahanna,United States,40.03637726,-82.8706045,Search,15/01/2023 04:42:00
30120,Karen,Ellis,karenellis@example.net,14,F,Ohio,8313 Adam Forges Suite 104,43232,Columbus,United States,39.92156462,-82.87029457,Search,18/12/2020 18:55:00
65220,Gabriela,Hughes,gabrielahughes@example.net,52,F,Ohio,02244 Patrick Rapid Apt. 752,43232,Columbus,United States,39.92156462,-82.87029457,Search,24/03/2021 11:36:00
66739,Tyler,Gregory,tylergregory@example.net,33,M,Ohio,913 Jeanette Trace Suite 647,43232,Columbus,United States,39.92156462,-82.87029457,Organic,01/07/2023 00:14:00
80171,Kimberly,Newton,kimberlynewton@example.net,28,F,Ohio,82524 Riley Plaza,43232,Columbus,United States,39.92156462,-82.87029457,Facebook,15/02/2022 04:44:00
99347,Jennifer,Watkins,jenniferwatkins@example.net,31,F,Ohio,4425 Heather Centers Apt. 521,43232,Columbus,United States,39.92156462,-82.87029457,Search,16/05/2019 09:01:00
21655,Mark,Johnson,markjohnson@example.net,51,M,Ohio,44853 Jacqueline Valleys Suite 482,43235,Columbus,United States,40.10472091,-83.0512547,Email,12/06/2022 09:36:00
33345,Scott,Robinson,scottrobinson@example.net,53,M,Ohio,7559 Koch Glens Suite 099,43235,Columbus,United States,40.10472091,-83.0512547,Search,27/03/2023 11:06:00
59054,Samuel,Hudson,samuelhudson@example.org,44,M,Ohio,0815 David Corners,43235,Columbus,United States,40.10472091,-83.0512547,Organic,24/01/2019 02:51:00
79361,Diana,Duncan,dianaduncan@example.net,42,F,Ohio,6731 Antonio Courts,43235,Columbus,United States,40.10472091,-83.0512547,Search,09/05/2021 01:47:00
80498,Allison,Grant,allisongrant@example.org,32,F,Ohio,1229 Graham Station Suite 429,43235,Columbus,United States,40.10472091,-83.0512547,Search,28/04/2023 00:08:00
84479,James,Martinez,jamesmartinez@example.org,68,M,Ohio,0914 Jesus Drive Suite 331,43235,Columbus,United States,40.10472091,-83.0512547,Search,11/11/2019 10:17:00
4163,Vicki,Harris,vickiharris@example.net,54,F,Ohio,069 Patricia Underpass Apt. 949,43302,Marion,United States,40.59591851,-83.13431746,Display,12/08/2023 15:12:00
10465,Elizabeth,Jordan,elizabethjordan@example.com,44,F,Ohio,46176 Carter Flat,43302,Marion,United States,40.59591851,-83.13431746,Display,29/10/2023 05:29:00
16935,Sarah,Curry,sarahcurry@example.com,19,F,Ohio,677 Colton Extension,43302,Marion,United States,40.59591851,-83.13431746,Search,15/07/2023 18:20:00
34914,Joseph,Ramos,josephramos@example.com,31,M,Ohio,367 Michelle Mountain,43302,Marion,United States,40.59591851,-83.13431746,Organic,28/06/2021 17:47:00
41663,Michael,Carter,michaelcarter@example.org,47,M,Ohio,9996 Li Squares Suite 452,43302,Marion,United States,40.59591851,-83.13431746,Search,06/01/2021 14:00:00
54081,Darrell,Moore,darrellmoore@example.com,34,M,Ohio,56223 Davis Square,43302,Marion,United States,40.59591851,-83.13431746,Organic,08/07/2020 00:36:00
77463,Samuel,James,samueljames@example.org,31,M,Ohio,7518 Jordan Estate Suite 919,43302,Marion,United States,40.59591851,-83.13431746,Email,16/11/2023 19:12:57
77976,Elizabeth,Smith,elizabethsmith@example.org,59,F,Ohio,0527 Samuel Oval,43302,Marion,United States,40.59591851,-83.13431746,Search,14/08/2022 10:16:00
83339,Christine,Moreno,christinemoreno@example.com,69,F,Ohio,115 Kimberly Corner,43302,Marion,United States,40.59591851,-83.13431746,Facebook,10/10/2022 04:06:00
96933,Maria,Nichols,marianichols@example.org,48,F,Ohio,29288 Jerry Roads Suite 830,43302,Marion,United States,40.59591851,-83.13431746,Organic,25/07/2022 04:45:00
97572,Janet,Clark,janetclark@example.org,69,F,Ohio,87229 Michael Landing Apt. 613,43302,Marion,United States,40.59591851,-83.13431746,Search,21/05/2023 17:17:00
8231,Ricardo,Carroll,ricardocarroll@example.org,28,M,Ohio,4605 Alvarez Drive Apt. 353,43402,Bowling Green,United States,41.40622264,-83.65358687,Search,17/06/2021 15:49:00
70317,Thomas,Murphy,thomasmurphy@example.org,69,M,Ohio,6257 Gonzalez Hills,43402,Bowling Green,United States,41.40622264,-83.65358687,Organic,20/11/2023 00:51:45
77301,Christopher,Lopez,christopherlopez@example.net,68,M,Ohio,4479 Kenneth Divide,43402,Bowling Green,United States,41.40622264,-83.65358687,Search,13/11/2020 16:57:00
87962,Shelia,Jones,sheliajones@example.com,12,F,Ohio,145 Gibson Shoals Apt. 292,43402,Bowling Green,United States,41.40622264,-83.65358687,Organic,19/02/2022 16:14:00
71174,Dakota,Wilson,dakotawilson@example.com,52,M,Ohio,7638 Troy Manor Suite 072,43420,Fremont,United States,41.35788766,-83.11315816,Organic,16/02/2020 06:19:00
26358,Scott,Robertson,scottrobertson@example.net,26,M,Ohio,98026 Kevin Pines Apt. 727,43537,Maumee,United States,41.57438349,-83.68529845,Organic,06/12/2022 17:48:00
31284,Joe,Wallace,joewallace@example.com,47,M,Ohio,67548 Bruce Locks Apt. 749,43537,Maumee,United States,41.57438349,-83.68529845,Search,05/03/2019 08:12:00
78179,Meagan,White,meaganwhite@example.org,27,F,Ohio,40877 Cooper Circle Apt. 378,43537,Maumee,United States,41.57438349,-83.68529845,Search,13/06/2021 13:45:00
688,Jason,Cooper,jasoncooper@example.org,25,M,Ohio,2938 Brown Drives,43551,Perrysburg,United States,41.52016907,-83.57949866,Search,23/06/2020 00:37:00
68370,Timothy,Evans,timothyevans@example.net,23,M,Ohio,698 Tran Squares Suite 526,43551,Perrysburg,United States,41.52016907,-83.57949866,Search,08/11/2020 18:00:00
82868,Julie,Simpson,juliesimpson@example.org,55,F,Ohio,86737 Melissa Cliffs,43551,Perrysburg,United States,41.52016907,-83.57949866,Search,27/08/2021 12:21:00
2385,Scott,Smith,scottsmith@example.com,58,M,Ohio,405 Thomas Plaza,43560,Sylvania,United States,41.70214483,-83.73656826,Search,18/02/2020 10:31:00
19389,Wesley,Hinton,wesleyhinton@example.org,36,M,Ohio,5037 Gregory Vista Apt. 272,43560,Sylvania,United States,41.70214483,-83.73656826,Organic,04/11/2022 04:00:00
25364,David,Harding,davidharding@example.net,18,M,Ohio,38910 Kevin Junction,43560,Sylvania,United States,41.70214483,-83.73656826,Search,18/05/2022 11:28:00
40518,Amanda,Scott,amandascott@example.net,60,F,Ohio,9174 Brandon Views,43560,Sylvania,United States,41.70214483,-83.73656826,Search,14/09/2019 15:53:00
60968,Brian,Reynolds,brianreynolds@example.net,31,M,Ohio,0142 Wright Burgs,43560,Sylvania,United States,41.70214483,-83.73656826,Search,09/12/2020 04:53:00
91041,Lisa,House,lisahouse@example.net,37,F,Ohio,7214 Karen Branch Apt. 452,43560,Sylvania,United States,41.70214483,-83.73656826,Search,30/04/2021 02:21:00
6711,Scott,Garza,scottgarza@example.net,31,M,Ohio,231 Edwards Fort,43605,Toledo,United States,41.6487012,-83.50581236,Organic,13/02/2019 10:48:00
44383,Shelby,Sanchez,shelbysanchez@example.net,49,F,Ohio,2717 Cole Hill,43605,Toledo,United States,41.6487012,-83.50581236,Organic,18/05/2023 14:41:00
51046,Darren,Price,darrenprice@example.net,37,M,Ohio,90004 Roberts Rue,43605,Toledo,United States,41.6487012,-83.50581236,Organic,03/05/2019 02:02:00
56979,Laurie,Hernandez,lauriehernandez@example.net,46,F,Ohio,17966 Amanda Tunnel,43605,Toledo,United States,41.6487012,-83.50581236,Organic,20/08/2020 10:18:00
83293,Jessica,Little,jessicalittle@example.com,22,F,Ohio,165 Marcia Ford,43605,Toledo,United States,41.6487012,-83.50581236,Search,14/07/2021 14:27:00
38230,Kenneth,Patterson,kennethpatterson@example.org,20,M,Ohio,499 Graham Course,43606,Toledo,United States,41.67197026,-83.60910703,Search,24/01/2022 03:00:00
39644,Sharon,Smith,sharonsmith@example.com,21,F,Ohio,1178 Karen Spurs,43606,Toledo,United States,41.67197026,-83.60910703,Search,27/08/2021 07:47:00
41039,Rachel,Gilbert,rachelgilbert@example.org,34,F,Ohio,3893 Alyssa Springs Suite 532,43606,Toledo,United States,41.67197026,-83.60910703,Organic,15/09/2023 16:11:00
50670,Natasha,Garcia,natashagarcia@example.net,48,F,Ohio,45959 Bradley Village Suite 332,43606,Toledo,United States,41.67197026,-83.60910703,Organic,05/08/2022 09:35:00
54124,Kimberly,Hunter,kimberlyhunter@example.com,53,F,Ohio,747 Young Overpass Suite 462,43606,Toledo,United States,41.67197026,-83.60910703,Search,27/07/2022 14:48:00
94754,Matthew,Hester,matthewhester@example.org,60,M,Ohio,05274 Erik Flats,43606,Toledo,United States,41.67197026,-83.60910703,Email,08/04/2021 17:49:00
59126,Angela,Mann,angelamann@example.org,40,F,Ohio,10570 Parker Key,43612,Toledo,United States,41.71012083,-83.54697791,Organic,02/08/2019 14:36:00
67440,Elizabeth,Mitchell,elizabethmitchell@example.com,48,F,Ohio,759 Mccullough Wells Apt. 115,43612,Toledo,United States,41.71012083,-83.54697791,Search,30/11/2020 00:19:00
72988,Nicholas,Hart,nicholashart@example.net,65,M,Ohio,9382 Scott Run,43612,Toledo,United States,41.71012083,-83.54697791,Search,24/08/2019 14:52:00
78976,Mary,Hernandez,maryhernandez@example.org,19,F,Ohio,08957 Barron Knolls Suite 011,43612,Toledo,United States,41.71012083,-83.54697791,Search,08/05/2022 05:22:00
90090,Gabriela,Dixon,gabrieladixon@example.com,52,F,Ohio,02830 Chen Viaduct Apt. 829,43612,Toledo,United States,41.71012083,-83.54697791,Search,20/02/2023 03:13:00
1462,Susan,Knox,susanknox@example.org,45,F,Ohio,6633 Burch Divide,43613,Toledo,United States,41.70695657,-83.60209079,Search,19/11/2023 02:12:16
49743,Jonathan,Garcia,jonathangarcia@example.net,46,M,Ohio,3374 Richard Lodge Apt. 975,43613,Toledo,United States,41.70695657,-83.60209079,Organic,13/08/2022 11:04:00
96280,Maria,Gordon,mariagordon@example.org,16,F,Ohio,61578 Daniel Lock Apt. 134,43613,Toledo,United States,41.70695657,-83.60209079,Search,30/03/2022 15:36:00
96283,Rebecca,Carroll,rebeccacarroll@example.org,43,F,Ohio,68136 Benjamin Stravenue,43613,Toledo,United States,41.70695657,-83.60209079,Search,29/08/2019 11:56:00
98451,Corey,Brown,coreybrown@example.net,52,M,Ohio,1182 Todd Hill Suite 110,43613,Toledo,United States,41.70695657,-83.60209079,Display,25/04/2021 18:17:00
15704,Katherine,Wong,katherinewong@example.org,15,F,Ohio,2107 Eric Villages Suite 994,43614,Toledo,United States,41.60340797,-83.6285963,Search,04/06/2022 17:05:00
31579,John,Ward,johnward@example.org,37,M,Ohio,557 Patricia Track Apt. 610,43614,Toledo,United States,41.60340797,-83.6285963,Search,04/05/2022 08:21:00
46320,Tammy,Fitzgerald,tammyfitzgerald@example.org,59,F,Ohio,103 Walton Ville,43614,Toledo,United States,41.60340797,-83.6285963,Display,15/07/2021 11:35:00
89970,Eric,Williams,ericwilliams@example.net,64,M,Ohio,4338 Delacruz Stravenue,43614,Toledo,United States,41.60340797,-83.6285963,Search,16/01/2023 13:07:00
91622,Darrell,Padilla,darrellpadilla@example.org,22,M,Ohio,29497 Whitney Stravenue Apt. 135,43614,Toledo,United States,41.60340797,-83.6285963,Organic,20/12/2020 11:52:00
96017,Hailey,Young,haileyyoung@example.org,36,F,Ohio,32519 Timothy Curve Suite 691,43614,Toledo,United States,41.60340797,-83.6285963,Search,25/07/2019 00:39:00
99854,Nancy,Torres,nancytorres@example.net,19,F,Ohio,594 Mccoy Ports,43614,Toledo,United States,41.60340797,-83.6285963,Search,01/11/2023 03:20:00
29835,Cory,Paul,corypaul@example.net,65,M,Ohio,81327 Michele Drives,43615,Toledo,United States,41.65093381,-83.67327447,Organic,06/08/2022 18:42:00
700,Jeremy,Nelson,jeremynelson@example.com,14,M,Ohio,3736 Justin Port,43701,Zanesville,United States,39.95857827,-81.9956078,Search,12/11/2023 14:33:00
28940,Michael,Garcia,michaelgarcia@example.org,38,M,Ohio,31075 Powell View Suite 555,43701,Zanesville,United States,39.95857827,-81.9956078,Search,22/02/2023 05:58:00
45454,Jared,Avila,jaredavila@example.net,37,M,Ohio,4561 Cooper Forges,43701,Zanesville,United States,39.95857827,-81.9956078,Search,30/06/2021 18:42:00
45592,Wayne,Ford,wayneford@example.org,50,M,Ohio,3696 Robertson Islands Apt. 848,43701,Zanesville,United States,39.95857827,-81.9956078,Search,02/05/2021 05:49:00
72826,Steven,Meza,stevenmeza@example.com,24,M,Ohio,5122 Miller Bypass,43701,Zanesville,United States,39.95857827,-81.9956078,Search,11/04/2023 03:03:00
73848,Miranda,Alvarez,mirandaalvarez@example.com,42,F,Ohio,60986 Tiffany Expressway,43701,Zanesville,United States,39.95857827,-81.9956078,Search,18/08/2020 04:01:00
78384,Carmen,Robbins,carmenrobbins@example.org,29,F,Ohio,808 Linda Ports,43701,Zanesville,United States,39.95857827,-81.9956078,Search,18/11/2019 16:23:00
88154,Kelly,Riley,kellyriley@example.net,59,F,Ohio,03518 Leah Forges,43701,Zanesville,United States,39.95857827,-81.9956078,Search,02/11/2019 05:20:00
99252,Donald,Hodge,donaldhodge@example.org,64,M,Ohio,8247 Graham Lights,43701,Zanesville,United States,39.95857827,-81.9956078,Search,18/04/2023 02:05:00
8401,Erika,Dawson,erikadawson@example.com,69,F,Ohio,3660 Garcia Grove,44004,Ashtabula,United States,41.85582391,-80.7911247,Search,07/11/2021 04:07:00
30476,Timothy,Stokes,timothystokes@example.net,34,M,Ohio,84752 Elizabeth Gardens Apt. 421,44004,Ashtabula,United States,41.85582391,-80.7911247,Search,17/11/2023 13:17:36
47739,Terri,Green,terrigreen@example.com,43,F,Ohio,35376 Alvarez Summit,44004,Ashtabula,United States,41.85582391,-80.7911247,Organic,24/04/2020 03:34:00
51470,Kelly,Gonzales,kellygonzales@example.net,54,F,Ohio,925 Thomas Mews,44004,Ashtabula,United States,41.85582391,-80.7911247,Organic,28/04/2023 13:50:00
52816,Elizabeth,Butler,elizabethbutler@example.com,47,F,Ohio,8591 Felicia Summit,44004,Ashtabula,United States,41.85582391,-80.7911247,Search,27/07/2023 17:51:00
63447,Crystal,Moore,crystalmoore@example.net,34,F,Ohio,02883 Jennifer Points Suite 578,44004,Ashtabula,United States,41.85582391,-80.7911247,Search,28/10/2019 17:43:00
66359,Diana,Owens,dianaowens@example.org,35,F,Ohio,21614 Mark Rapids Apt. 267,44004,Ashtabula,United States,41.85582391,-80.7911247,Search,23/06/2019 10:30:00
827,Jonathan,Scott,jonathanscott@example.net,54,M,Ohio,34257 Glenn Forks,44035,Elyria,United States,41.3628064,-82.13174118,Search,12/02/2021 04:20:00
7676,Heather,Kim,heatherkim@example.org,48,F,Ohio,2700 Barrett Corner Apt. 828,44035,Elyria,United States,41.3628064,-82.13174118,Search,21/11/2022 16:35:00
31150,Cynthia,Carter,cynthiacarter@example.org,17,F,Ohio,83449 Timothy Throughway Apt. 110,44035,Elyria,United States,41.3628064,-82.13174118,Organic,19/03/2021 14:10:00
40313,Lisa,Larson,lisalarson@example.net,18,F,Ohio,0964 Chandler Way Suite 969,44035,Elyria,United States,41.3628064,-82.13174118,Search,11/07/2020 11:26:00
43577,Pamela,Jenkins,pamelajenkins@example.net,36,F,Ohio,0130 Garza Coves Suite 108,44035,Elyria,United States,41.3628064,-82.13174118,Search,19/05/2023 06:22:00
54694,Jennifer,Oliver,jenniferoliver@example.com,32,F,Ohio,50081 Peters Lake Apt. 821,44035,Elyria,United States,41.3628064,-82.13174118,Search,09/04/2019 12:40:00
57633,Ronnie,Ramirez,ronnieramirez@example.net,13,M,Ohio,4631 Andres Crossroad,44035,Elyria,United States,41.3628064,-82.13174118,Search,25/10/2023 02:58:00
63077,Scott,Ramirez,scottramirez@example.org,35,M,Ohio,6757 Ortiz Cliffs Suite 728,44035,Elyria,United States,41.3628064,-82.13174118,Search,21/11/2021 08:10:00
73431,Sherry,Clark,sherryclark@example.net,60,F,Ohio,605 Herbert Village Apt. 435,44035,Elyria,United States,41.3628064,-82.13174118,Search,30/09/2021 17:16:00
94574,Jessica,Sanchez,jessicasanchez@example.net,42,F,Ohio,2514 King Drive Suite 274,44035,Elyria,United States,41.3628064,-82.13174118,Search,29/12/2022 11:05:00
95223,Mark,Romero,markromero@example.net,27,M,Ohio,025 Janet Grove Suite 231,44035,Elyria,United States,41.3628064,-82.13174118,Email,16/11/2020 16:49:00
98850,Meagan,Elliott,meaganelliott@example.com,31,F,Ohio,56580 Jackson Shore Suite 982,44039,North Ridgeville,United States,41.38446974,-82.01922231,Search,29/07/2019 03:51:00
68951,William,Howard,williamhoward@example.com,29,M,Ohio,60014 Christie Drive,44052,Lorain,United States,41.45698486,-82.16269484,Organic,14/08/2019 04:05:00
88855,Danielle,Hunter,daniellehunter@example.com,61,F,Ohio,0025 Dixon Flat,44052,Lorain,United States,41.45698486,-82.16269484,Facebook,18/12/2020 14:07:00
7044,Pamela,Ramos,pamelaramos@example.net,65,F,Ohio,091 Bryan Plains,44060,Mentor,United States,41.67863078,-81.32790887,Search,26/11/2021 12:35:00
8400,David,Hernandez,davidhernandez@example.org,48,M,Ohio,39437 Michelle Estates,44060,Mentor,United States,41.67863078,-81.32790887,Search,05/08/2020 05:28:00
14570,Cynthia,Ashley,cynthiaashley@example.org,23,F,Ohio,9975 Jon River Apt. 352,44060,Mentor,United States,41.67863078,-81.32790887,Search,28/07/2019 00:34:00
57270,Robert,Thomas,robertthomas@example.org,39,M,Ohio,6860 Bill Plains Suite 180,44060,Mentor,United States,41.67863078,-81.32790887,Search,18/08/2022 17:29:00
58590,Matthew,Williams,matthewwilliams@example.org,69,M,Ohio,522 Monica Square Suite 172,44060,Mentor,United States,41.67863078,-81.32790887,Search,17/09/2023 04:30:00
74115,Angela,Hartman,angelahartman@example.net,21,F,Ohio,3074 Schneider Rapid,44060,Mentor,United States,41.67863078,-81.32790887,Search,23/07/2019 08:33:00
81702,Jeffrey,Suarez,jeffreysuarez@example.net,12,M,Ohio,6771 Dawn Pine,44060,Mentor,United States,41.67863078,-81.32790887,Organic,29/12/2019 11:39:00
91673,Donna,Myers,donnamyers@example.org,45,F,Ohio,12185 Katherine Springs,44060,Mentor,United States,41.67863078,-81.32790887,Search,13/09/2020 16:32:00
95979,John,Scott,johnscott@example.org,28,M,Ohio,249 Tiffany Roads Suite 155,44060,Mentor,United States,41.67863078,-81.32790887,Search,21/03/2019 14:54:00
98579,Faith,Rodriguez,faithrodriguez@example.net,66,F,Ohio,9569 Corey Pine Suite 347,44060,Mentor,United States,41.67863078,-81.32790887,Organic,11/10/2023 05:35:00
50014,Adrienne,Turner,adrienneturner@example.com,12,F,Ohio,908 Olson Hills Apt. 981,44070,North Olmsted,United States,41.41511467,-81.91942036,Display,04/10/2019 17:46:00
70113,William,Shields,williamshields@example.net,65,M,Ohio,627 Chapman Haven,44070,North Olmsted,United States,41.41511467,-81.91942036,Search,02/04/2022 10:13:00
72848,Brian,Waller,brianwaller@example.com,17,M,Ohio,141 Elizabeth Village,44070,North Olmsted,United States,41.41511467,-81.91942036,Display,20/02/2019 14:40:00
97925,Steve,Kim,stevekim@example.org,20,M,Ohio,14773 Valdez Trafficway,44070,North Olmsted,United States,41.41511467,-81.91942036,Display,25/07/2021 03:36:00
2394,Alexandria,Pacheco,alexandriapacheco@example.org,25,F,Ohio,1420 Petty Cliffs,44077,Painesville,United States,41.70233776,-81.20991803,Search,02/10/2023 13:24:00
7938,Karen,Collier,karencollier@example.org,37,F,Ohio,035 Carroll Plains Apt. 009,44077,Painesville,United States,41.70233776,-81.20991803,Search,17/11/2023 16:22:14
10951,Eric,Crawford,ericcrawford@example.org,68,M,Ohio,736 Davis Dale Suite 526,44077,Painesville,United States,41.70233776,-81.20991803,Organic,07/04/2022 14:05:00
25607,Caitlin,Buck,caitlinbuck@example.com,28,F,Ohio,94424 Flynn Turnpike,44077,Painesville,United States,41.70233776,-81.20991803,Search,28/12/2020 08:38:00
52489,Meghan,Mendez,meghanmendez@example.com,24,F,Ohio,7355 Tracy Roads Apt. 900,44077,Painesville,United States,41.70233776,-81.20991803,Display,02/01/2021 17:31:00
53769,Tina,Lee,tinalee@example.org,61,F,Ohio,48596 Bryan Light,44077,Painesville,United States,41.70233776,-81.20991803,Search,05/02/2021 08:11:00
73951,Kim,Ford,kimford@example.org,47,F,Ohio,88780 Salazar Expressway,44077,Painesville,United States,41.70233776,-81.20991803,Search,03/07/2019 16:29:00
81580,Bonnie,Hancock,bonniehancock@example.net,22,F,Ohio,60712 Johnston Street,44077,Painesville,United States,41.70233776,-81.20991803,Search,17/09/2020 04:25:00
89688,James,Meyers,jamesmeyers@example.com,32,M,Ohio,930 Weeks Throughway,44077,Painesville,United States,41.70233776,-81.20991803,Display,27/01/2023 06:46:00
92842,Jamie,Roberson,jamieroberson@example.org,45,F,Ohio,1256 Smith Corner Apt. 782,44077,Painesville,United States,41.70233776,-81.20991803,Search,08/05/2023 03:16:00
42272,Lisa,Reeves,lisareeves@example.net,56,F,Ohio,8139 Patricia Street,44094,Kirtland,United States,41.60971942,-81.38002748,Search,22/08/2022 08:36:00
58496,Joshua,Spence,joshuaspence@example.com,26,M,Ohio,7771 Kimberly Plaza,44094,Kirtland,United States,41.60971942,-81.38002748,Search,04/06/2023 01:35:00
81040,Emma,Chavez,emmachavez@example.com,38,F,Ohio,735 Jennifer Isle,44094,Kirtland,United States,41.60971942,-81.38002748,Facebook,12/05/2022 03:14:00
91770,Breanna,Orozco,breannaorozco@example.net,38,F,Ohio,9891 Blankenship Landing,44094,Kirtland,United States,41.60971942,-81.38002748,Organic,23/01/2019 02:15:00
99353,Patrick,Taylor,patricktaylor@example.net,23,M,Ohio,9285 Suarez Ranch,44094,Kirtland,United States,41.60971942,-81.38002748,Email,19/12/2019 02:06:00
8102,Nicole,Nguyen,nicolenguyen@example.org,40,F,Ohio,685 Cynthia Street Suite 412,44095,Eastlake,United States,41.65229237,-81.44228313,Search,23/04/2023 16:24:00
21689,Crystal,Cooper,crystalcooper@example.com,44,F,Ohio,167 Terry Ridge Apt. 073,44095,Eastlake,United States,41.65229237,-81.44228313,Search,13/04/2019 02:47:00
38390,Amber,King,amberking@example.org,49,F,Ohio,4109 Novak Falls Suite 294,44095,Eastlake,United States,41.65229237,-81.44228313,Search,03/10/2022 03:00:00
95303,Maria,Diaz,mariadiaz@example.com,34,F,Ohio,60848 Lee Orchard,44095,Eastlake,United States,41.65229237,-81.44228313,Search,18/10/2021 18:58:00
31722,Justin,Mullins,justinmullins@example.org,26,M,Ohio,1460 Michael Common Apt. 828,44102,Cleveland,United States,41.47916318,-81.73833515,Email,20/07/2021 13:39:00
44434,John,Medina,johnmedina@example.org,24,M,Ohio,2140 Victor Avenue,44102,Cleveland,United States,41.47916318,-81.73833515,Search,09/02/2022 10:16:00
24483,Nicholas,Gordon,nicholasgordon@example.net,27,M,Ohio,72567 Veronica Lakes Suite 017,44105,Cleveland,United States,41.4504502,-81.634853,Search,27/12/2020 09:37:00
28094,Jesse,Fernandez,jessefernandez@example.net,26,M,Ohio,9099 Moore Pines Apt. 985,44105,Cleveland,United States,41.4504502,-81.634853,Organic,22/09/2022 06:49:00
28352,Laura,Dean,lauradean@example.net,32,F,Ohio,555 Smith Mill Apt. 721,44105,Cleveland,United States,41.4504502,-81.634853,Search,19/11/2023 04:18:38
46142,Mark,Reed,markreed@example.net,14,M,Ohio,04237 Carlos Point Apt. 307,44105,Cleveland,United States,41.4504502,-81.634853,Search,22/04/2020 09:50:00
54072,Jessica,Daniels,jessicadaniels@example.org,17,F,Ohio,32116 Hansen Hill,44105,Cleveland,United States,41.4504502,-81.634853,Organic,04/05/2022 06:05:00
55296,Daniel,Miller,danielmiller@example.org,46,M,Ohio,9303 Anthony Course,44105,Cleveland,United States,41.4504502,-81.634853,Organic,17/10/2023 15:40:00
60922,Lucas,Lowe,lucaslowe@example.net,21,M,Ohio,1291 Mcgee Row,44105,Cleveland,United States,41.4504502,-81.634853,Search,07/06/2023 18:54:00
